160A_XXXX	2237_X	2245_XYYYY	2547_X	2690_XX	2703_XX	3107_XYY	3429_XXY	3430_XXY	3442_XXY	4032_X	525_XYYYY	5297_XY	5566_XY	5755_XY	6029_XX	6312_X	6382B_XXY	706_XXXXY	7086A_XXY	7089B_XXY	711_XXXXY	7178A_X	7179A_X	7181A_X	7184B_X	7194A_XXY	7196B_XXY	7199A_X	7204A_XXXY	7205B_XX	7208A_X	7222A_XXXY	7224A_XXXY	7225A_XX	7229B_XY	7240A_XX	7241A_XY	7242B_XXXXY	7243A_XXXXY	7245B_XY	7246B_XX	7247B_XX	7249B_XX	7251A_XXXXY	7252A_XX	7253A_XX	7271A_XX	7272A_XX	7273A_XX	7275A_XX	7276B_XY	7279A_XXXXY	7281A_X	7282A_X	7283A_XXY	7285A_X	7286A_X	7294A_XXY	7295A_XY	7304B_XXYY	7307A_XXY	7313A_XXXY	7321A_XXXXY	7324A_XXXXY	7326B_XXXXY	7329A_XXXXY	7332A_XXXXY	7346A_XXXXY	7356A_XY	7357A_XY	7359A_XY	7360A_XX	7361A_XX	7362A_XX	7365A_XY	7366A_XY	7368A_XX	7371A_XY	7373A_X	7374A_XY	7375A_XY	7376A_X	7377A_XX	7382A_XX	7387A_X	7388A_XY	7389A_XX	7395B_XYY	7417B_XXX	7425A_XXX	7450A_XXX	7459B_XYY	7467A_XXX	7468A_XXX	7469A_XXX	7470A_XXX	7471A_XYY	7472A_XYY	7473A_XYY	7474A_XYY	7475A_XYY	7476A_XYY	7477A_XYY	7478A_XXYY	7479A_XXYY
CDKL5	424.246933428745	837.585181037906	132.108704514642	712.030087487064	939.287734370783	466.198880713667	93.5943918410742	1417.0487858989	80.3515520313815	106.569399788593	696.409325112391	99.4328139622802	888.358001250063	465.81969279567	644.42882601249	966.123494537862	1605.82700990902	291.347811255069	48.0200033331971	607.153529577982	312.36736194839	697.028496825071	1253.69604867146	1254.54034508078	813.481528985829	709.058867409103	224.330197308854	1411.67842814085	370.03797307845	240.568759976237	386.223047461656	464.868889310654	99.1446993651012	497.333931608149	1177.74564856883	648.587281456768	833.161655372562	1997.91644378732	283.475769201986	77.1156476635769	542.210034661343	260.938191143678	224.311510347639	218.745302468173	1794.56320360464	318.341025427066	190.953149196486	442.439158469241	718.839329108812	111.85149989325	431.403953229941	67.4212323273481	566.517796293213	2300.90796014004	1045.21608061534	529.652023585405	917.086099666264	2010.50876377563	839.001742826259	732.318171413943	104.249120830979	65.0606166236595	116.770942700018	241.681451846347	353.573614075769	569.104225245667	140.348268427615	366.155696822291	191.127075047826	682.162665524648	1006.84755257655	553.151603956478	397.220174967761	1388.63641109448	856.77763343627	489.367706573586	237.644246149623	978.07000372136	1255.21115544254	1301.46524095806	220.780909946081	1729.42598137363	664.813039938658	922.43697391406	470.40933680322	1627.92703679197	760.391019190278	524.895200445422	196.520431276325	1022.97627963246	2610.69184224644	1038.80305191976	162.857981655602	1578.28649707649	191.3126800732	161.053476081487	1693.71370192189	786.212987783306	691.377055461279	306.638021212431	509.14529378396	1285.96144948402	341.571652840187	664.313069187352	367.796735479364	979.701547667406
CENPI	1449.94126881554	556.168429551517	623.054152411737	1089.84365732866	753.246000866757	734.971891809123	583.786516163345	612.816712885154	509.031987553702	892.307459900814	1290.04914409334	671.293372671504	1152.26348890995	672.182462380988	397.030303950768	852.036804301027	652.4070636455	1223.73529503654	455.71056356776	1390.06287523156	1218.12396856954	597.199648768423	1177.80710799586	847.753385333677	1178.85178711419	1466.76734074226	1116.36283081403	1765.4756305744	806.32484736925	1080.31729684367	944.47165497526	1098.03071684828	1532.89539446717	1476.48615410679	894.860172093221	1046.36422161939	1458.7605693198	1491.48598447638	1622.06258130415	1074.17632189321	983.346252918502	1270.82616401782	1445.63816303427	1214.82354367609	1264.84187578262	1239.40986732627	1291.47235681434	1350.21742988547	1335.78450198894	943.554169095577	1219.55380555846	1839.93677137543	1290.62912605223	1102.32822298862	1786.44729951498	1533.59575684592	1049.85745619659	907.002011555366	1359.48151298927	1323.75100170801	1247.91168893931	884.961157113579	1402.25235793604	1087.86481042326	1429.92200750565	1090.72848225735	1103.70353393394	1421.00426909809	1933.13144634252	2577.43022492821	1629.66678457488	1287.43691521786	1651.07772982828	1074.47932487509	1153.86512441031	1118.04974181887	769.372644340221	1491.20028771063	681.748033211444	1148.29155359833	1015.69490338088	1109.23239207294	1428.92338031212	1673.57907659607	1073.53570725565	1152.47739626781	902.926571798534	1278.08177189563	1280.85347001181	1393.28050279786	1399.01099321982	1203.81504385833	1618.77166674469	1290.88386871634	1165.37999431207	1501.13052083061	1362.0788735735	1098.26900538925	1429.55165040269	1416.94474825893	1036.38447255422	1194.70743254668	1131.36168601434	1841.95596062792	1087.22259421899	1449.02213205
CETN2	1560.89610527285	830.637376919861	1178.78146887929	1312.28749315722	1311.25813617499	950.557588092697	1222.57149743647	1021.60312017836	1219.63681566524	1203.82758023391	1431.92412525163	1402.98044074974	1439.62241761816	1105.28930319477	856.566233415434	1450.36861622119	720.524764759315	1780.82485420981	1196.18218357237	1773.09864103997	1413.44410287319	1192.91457803969	1158.05578692874	975.867894019828	1381.4983083338	1546.68016349386	1107.83739402514	1702.66722070136	1724.77839306144	2013.81088425142	1435.02024659991	1499.81675313501	1323.48630160502	1389.9204459781	1203.42387897885	1505.03423605706	1910.59891256967	1440.58724140118	1136.55911765363	903.557647624601	1121.53739958956	1117.54592473991	1153.49970961785	1108.18231927248	1356.77596970155	1283.86994610399	1131.89566673082	1533.05047370822	1649.96126560919	2083.34935406663	1468.1238696118	1369.43179938677	1748.13498819862	1303.70457850188	1733.37356175535	1651.93321108409	1088.23705556926	1220.77764431102	1676.77730724218	1492.38829944403	1597.78278118579	1366.71067987886	1021.02193914532	1103.13784723109	1407.54523032348	1330.65809436746	1097.35853638628	1100.89837927073	1223.38702153256	2287.66622844872	1334.50413381104	1058.60546696734	1924.48932887941	1520.57934924353	996.461959494875	1071.29322819848	1518.88358686852	793.04295656593	1109.10505225038	1018.16685091207	1361.90651785343	1071.81506335199	982.887639781626	1966.5194710555	1165.06149435744	1012.24646879328	1166.4522506189	1492.50122365817	1311.91829513189	1269.29964321325	1795.74677862778	1325.34880051852	1657.54661779085	1289.85167904283	1487.49793374389	1323.11836776322	1604.45674857682	1423.48786280879	1234.50149244406	1608.39243738151	1554.58311579946	1275.49282255896	1364.49525345709	1850.93175695571	1579.08303996302	1306.39373171408
CFP	207.522244647029	977.165773552147	340.439525422166	475.808621090346	997.561148071151	405.84577006835	1449.65456575374	867.148368655052	1145.06619342345	56.0874832950309	409.335585620397	868.072698690733	436.55274924273	727.535288834322	381.967214057155	229.719841627602	420.013512787831	514.927414617556	742.833712681433	165.731134333921	336.839037650746	572.865775790671	1177.42162510476	495.574693835669	231.500040623474	205.264280221275	1010.79418022746	336.890394300762	413.941059560515	226.624061682952	314.147292977169	701.923923460561	146.757979432529	171.212469659939	385.655592643138	187.57452507437	73.3864741355292	1548.05172425333	224.100316178659	162.720917149174	257.062454761232	175.565102973362	423.868795993915	340.415375046885	486.781731573621	298.60309527343	113.311676408047	349.943826227923	1291.25458320895	102.84953131338	912.505572506602	111.044242891106	63.5729577100745	333.790467966152	192.1280958526	209.20966003655	313.394290339604	875.259225324046	312.171027682554	184.543359623333	39.2448188537157	176.199390935642	117.09649951246	362.420021809404	80.7483213188056	397.699140869597	167.170434495331	131.094391270586	204.718360664287	249.415505405831	431.604826606972	315.275771348028	320.606322428022	889.126143765623	227.196169956818	539.319660289711	434.041817700889	405.713652314636	595.89799963505	583.869543757518	203.464223696508	322.234264356162	213.704179246486	388.971024778578	139.644195448371	1048.93635519354	374.648756869745	107.216298307147	444.833053848958	226.282134148985	256.418866532266	213.439710892533	162.163459619513	294.218804241348	344.334043479012	112.59933426186	488.099595137923	813.631256286986	413.754569590157	472.227685804658	606.192708962921	560.275857724736	909.575349688782	506.346843500364	389.593045145251	381.772244753652
CHIC1	930.383927093727	1602.52912472702	578.571673836301	876.762004952235	652.487468745241	680.728310276116	633.962682195049	1077.13988563333	358.929527406613	609.299373216592	659.416778555266	438.173856906532	529.864724675664	538.091635776666	435.292025767803	733.471046705829	747.303654870368	1128.08333830196	453.612264510794	965.10525172378	1304.29850176157	537.839884363891	1234.00171024967	1097.96894990754	1352.47890050843	952.643353784925	1371.6613846831	687.556190669533	1087.88657564031	917.060457834428	1280.64416709663	1256.86601568504	1113.40775318272	761.431226259455	1099.56156774179	1019.76784792651	970.982725510834	970.012027746593	1270.79578780626	1360.39890145569	1521.31499394198	1066.68555616234	1215.03103435868	1412.38876544957	832.810587494821	1474.53112118524	1236.40013504858	776.839469445196	940.157479076056	449.671458589026	820.791620424475	989.770602981371	1348.90691003097	1053.82431527698	619.765023040279	924.20069437861	1506.07338690903	808.124329979581	946.789812883609	1441.56508856744	1304.54205221116	978.678611419026	1513.73926936912	1391.65960553977	1602.67839925315	1674.60708538989	1250.99816688421	1843.6615128718	985.040003630768	822.678563293496	1200.963529506	1288.57929025021	633.741176380422	1689.92979089754	1669.99496753464	1587.1793394516	587.501144500242	1459.61446569712	765.734123002721	1262.31708254828	621.775040285316	943.258482626363	1339.783756252	739.287219755368	622.75974370802	1592.83628075341	1120.18764145096	630.903359413606	1208.54638498384	1370.55226737338	1153.11017678048	1206.86583659064	674.757160665075	827.930040941837	1005.02025161994	844.684642568011	1196.89869227859	754.477158100279	868.863963069704	854.25248837769	526.238997329098	895.048720181075	702.473999166205	828.75356909886	578.933805706783	979.899786940148
CHM	2537.0536590286	2010.58155181628	1195.3225957868	1798.24340074308	2334.18984844324	1746.03663726023	1317.25531390502	1982.12235525001	1162.17458621338	1708.61551416488	1662.40034686723	1078.0742286961	1532.38049417023	1201.58663614771	907.878792297075	1953.33438499699	1590.30033929987	3763.57468729508	1134.46043751946	2643.48317646396	2479.15687698663	1623.97956097133	2020.54819222853	2211.75695599969	2352.20018448154	2188.54060171545	1658.94297502771	2889.59061953074	1188.50329175543	1909.30819003091	2150.77549061551	2272.52421951822	2401.13737997567	2038.85190325234	1507.14951203382	1987.43040863977	2758.22052961243	2433.21980244444	1881.34223856286	2434.2447608952	2219.47819360849	1913.35103609095	2624.25082611146	1987.52015565332	1990.03460602652	2532.55331243449	1938.07564151152	2860.8888398347	2219.09860297026	1095.23886512822	3058.20007344956	1849.55287693355	3939.84375336556	2141.86774992752	1859.63350046119	2133.23578713414	2569.11716437758	2342.0870940942	1883.5440942091	2387.90264491859	2079.46261642071	2690.364713279	2478.39578809062	3662.68655454628	3206.10170243494	3801.56114150534	2647.58584908779	3218.78445621164	2042.47483120124	1816.22606049723	2264.52850843495	2136.70829911623	1758.27547774652	3140.7967780398	2418.16428196488	2370.63090890525	1140.97545047523	2391.24744368188	1562.06651931868	2326.19631973364	1776.47069178351	2342.3686629024	2310.5695340048	1777.82448937928	1897.02752289685	2054.6646290568	1968.25664051984	2049.25238087657	2550.54373021657	3465.47227337956	3388.43586369432	3325.84364100112	1926.48418817395	2123.40234820388	1873.22134978769	2712.19742115487	3429.96257008122	1757.15698092438	1942.80570460092	1982.6238218934	1356.11717113301	2104.85782480185	1797.55316293036	1892.15866236518	1555.17974394359	2499.56331076126
CHST7	496.587475717215	1522.73978803225	1232.42123650565	579.885841859499	1103.63939873484	1578.82778851922	1734.86735071047	1557.93713693356	1425.42240339111	1365.68191934851	1214.12741666224	1050.69517537673	1218.17828263588	1553.28942308817	1881.97963868495	1040.87975706163	2675.17017850912	596.648468958298	2176.15920464057	710.771668298746	1042.66663914794	1534.64748721389	781.482436167417	1506.70239530029	854.069900842397	591.774004507105	1765.78094057405	829.569532037834	527.003424305921	985.295197632211	618.189759820288	988.447393703106	1092.16484701437	694.37319081654	724.543523753745	869.355373082746	693.812399379195	607.145599819734	1711.11076987208	1496.18706275125	1190.92880914072	1383.33984732802	1278.80901359081	1215.85764654534	1024.39077618306	675.191884490857	1299.83438864543	1425.69274568419	668.872305623033	1385.45629063914	861.03169884683	829.887447349841	519.141233346338	472.716809586688	842.000990495751	913.879539416409	635.282720314559	764.495053090902	1055.68588205934	1004.41270858701	1081.25514621271	1118.25576769902	1071.70061526533	876.569087950065	755.414287820999	912.378287897641	909.699213043654	821.735297260619	982.098779369791	842.750542490741	1452.91388575255	1268.57302513997	1015.05107617238	1116.92937791001	1675.1628122241	1484.66926838348	950.734804114437	1094.04386935577	1906.69399706674	1442.70862596377	1332.56748588886	892.613195706834	1358.32317691006	739.215017258149	2349.46356027828	1030.27296774169	1409.33712620263	1177.90119557047	1567.77577816862	854.128462520945	815.718403175827	652.641168001691	1001.29852773464	640.140683582746	1129.41906829945	826.035860029148	1263.22725380955	1404.69288366595	1222.21442034838	1100.02251613295	1286.05144913233	754.174390795927	1600.75567534614	1176.38742550147	989.731107905417	876.842681465633
CLCN5	824.787866388493	679.201354093261	335.634153241508	466.598474874379	330.044768144242	405.473607115498	303.846378847343	513.479165799579	358.538112171971	523.105480531493	390.205781875721	496.352025947812	286.82245524609	524.13168052303	754.422187734445	944.230991166945	836.553130205593	673.715658005145	252.483499533198	525.567368413236	516.741330279518	181.52269614799	694.844429870344	279.995599723422	537.448553249371	316.626828539595	231.507443552136	349.866201626888	265.11277307812	384.151346398134	747.801879755829	502.977526564815	273.691835634087	382.123241028063	466.918358465288	550.650021224783	460.389993950405	350.604696947944	389.988234893642	299.303247839485	246.43082318323	454.476062277161	419.587811233812	391.009989163725	293.673971587974	472.402431075971	577.568763249425	456.58807233334	261.877746242151	333.094646129014	563.81956919419	233.642700666616	246.20479149856	255.688800048328	444.07787119433	316.632756357103	308.333782310991	252.106592789054	542.411145195529	480.301526270854	532.466776227218	688.391385725818	588.280227106858	499.655726542042	408.066311202183	331.387804145646	260.485057425904	659.216419492963	368.939140509721	284.6346822267	550.988801895234	559.936069526518	274.853845224029	573.627827686683	827.736942859214	694.455969935884	189.643468627709	615.037763087591	726.809857018292	575.383562128312	565.554326403315	491.605582648635	792.216520744314	656.420944389673	406.57620013219	419.968300291035	434.350471446991	426.741596139665	439.083174427879	212.176174143664	484.740591824509	486.675809287517	337.744767341912	347.819367928806	336.403020331477	797.187403983571	447.506694719975	228.804806964211	449.58813309854	710.132018233173	246.697519731104	472.563832080711	548.897171809777	483.538940017767	236.708160966758	447.205271526871
CLIC2	1976.82327614953	1978.70124107325	427.918884771401	1650.07899548822	4678.97386256283	3895.06469963055	6587.03026566634	4478.89949359396	1009.66271175718	1384.00374867513	2479.23975716288	2324.29766720233	957.95594511631	1364.72980935381	695.994368226727	1517.70526230342	1263.68147641383	1263.19233183086	493.220614137619	1920.11552571185	2692.55825317124	1606.20925915577	2797.58027678776	2246.46201303274	3844.07865199529	1741.91368285718	1502.28761436704	1653.65210023934	4173.34378462637	1474.51783137695	1375.5133112908	1286.97894974066	197.026760714702	2815.84581530276	1327.62852713617	2903.82580290479	557.072897230679	3801.187042109	1532.05522564693	912.678940893426	2562.22451337137	525.952342213462	2025.85707346002	1845.38295103111	1390.99125556033	2128.9329769368	1649.04761339496	876.924747471758	1269.50621468323	441.727351323586	2119.82493974075	486.524612905546	2435.4466656302	1344.91241874146	386.665582131121	2618.54735730727	4970.8311174102	2000.17471472091	2249.10943952587	864.656002293439	411.120079992503	689.52651948754	507.637166727459	777.459316554393	1413.16768328504	1679.3674027275	176.697901571837	1443.03150114987	727.954819763413	1153.9048467956	969.036273197442	957.164146791946	1037.74259419111	1672.96957735983	1469.08900990177	1354.81404715094	564.846858063122	1900.90860841143	1225.65384016118	1284.04134026699	578.265414395811	2087.35694866056	723.203130199774	1735.26229288518	646.075863167611	2406.87201796239	3079.18724828918	676.931880971364	354.397698572029	1561.87553687822	2306.66555045041	1507.00800763181	427.395024013859	1349.68173797472	830.732630733184	179.999051457146	5100.37880991249	3180.96818841017	3492.83938199042	1262.40018356899	2849.43692138944	3745.17080517128	5848.89943283637	4893.0429674332	3408.48517932221	2814.15495178553
CMC4	1301.76775031379	1593.09933223469	1458.26550895999	1707.6062585959	1666.81828986303	1587.04334684632	2133.89254028186	1165.50642982943	1237.93505597997	1703.73939482768	1641.76425613475	1464.55246810625	1974.61488901187	1569.44513812831	1691.71644972576	1586.48663487171	2381.51773287811	1597.8111760476	1284.18667269272	1167.1430114188	1173.66542853299	1914.25254356305	1902.41300796684	1620.13674942891	1193.82408044053	1250.12781217862	1294.12104323163	1480.64019712737	1933.80723130684	983.50357271127	1125.6975569151	1464.30620070593	1129.56428148461	1189.31586416993	1300.68468530392	1206.14240734854	1340.07765372313	2177.7829152757	1172.51570743052	1188.26380472056	1268.48816252268	1132.59838145781	1285.58694152452	1213.12187586694	1277.08261353803	1090.04531287306	1308.46590883246	1475.00912008377	2660.23633622477	1580.85985792849	1530.91115303316	1048.7068841149	1101.7466791555	1661.42517765941	1732.46605288379	2503.93273498201	1143.29675433927	1820.97062340571	1178.37611159972	1417.68650250098	1265.63896001285	940.037301284177	1259.90050929266	1544.29427233603	1248.36755968226	1212.65976661133	1478.52436533779	1137.61165213516	1344.35805377826	1573.42243198726	1899.87898326793	1632.96733426236	1533.8465471734	1913.72448258154	1842.36022633948	1943.08837103621	2073.69252037826	1622.72887438066	2307.64022793555	1587.75255781803	1114.18317491787	1595.53138051564	1342.5934267998	1449.99794694489	1272.88683194329	1595.49962442381	1469.85061729516	1151.77033856283	1385.04560857992	1461.2238635723	1637.36475935487	1686.54636339884	1508.5816874478	1479.07464711034	1650.77522851545	1224.48146401998	1437.98207021427	2108.47897306822	1661.2574343559	1450.65656587216	2052.35519389163	1525.84928760116	2768.19710114487	2059.32909755584	1831.90409852218	1545.83940661041
COX7B	4860.89766881599	4282.52797259735	4888.25665620382	4698.41662617188	3930.00362214181	5765.27088956214	7097.3254880986	4105.69639336148	5869.79351658701	5458.42653297644	4028.56336978063	6037.96993779762	4216.1494014888	6801.59639594216	5347.90793230691	4028.63988835682	3881.8985622835	5756.32829016504	4733.17756643516	4601.63080710604	5111.5364202715	6059.44073915875	4407.32531734005	3940.11542858431	5268.88640642592	4603.49359023277	3928.42948586268	6048.02477478577	9422.78351375368	4332.83709269291	4693.98555202931	5952.18033343954	3746.23379731088	4691.30955957092	3804.29800763532	3489.24205622753	5365.76428138703	4312.71229098748	4574.65040421484	3368.25623846908	4450.69638050556	4109.93563252201	4406.22865676902	4216.13620476752	3746.14783553487	4300.11615896024	4655.01668346231	3842.03961561797	4333.07579828835	4856.29932846247	3525.36537960279	4963.05135356781	4361.11134201991	4129.6144777784	5747.74521877795	4496.29225052583	4614.41569462318	4616.53684188731	5543.37175295655	5487.47799874868	5291.73745235411	4771.90412746047	3274.06174014804	3489.66072269927	4076.05461549607	3509.10538794866	3466.99708575284	3249.59962452798	4262.42916746409	5323.76969948054	4799.22355500106	3709.5448783237	4330.243018675	4376.00022774006	3980.66575202732	4278.55923912259	6261.11170042615	3650.03406637658	5567.94066604732	4597.9058789688	4123.05028986321	5303.32168163802	3430.59911168457	4706.92246878117	4787.89518109224	3978.23360443414	5050.4171912449	4908.51321145179	4241.16719445479	4174.04969187993	4252.10815694284	5052.27337073357	4695.49197740565	3715.83031633653	4242.80939715563	3456.71330740187	4200.15284546726	4657.82921596458	3385.80810785513	3396.49722754279	5255.45186631047	3595.30345773653	5279.37538960851	4585.9550461187	5306.43781346851	3528.8583630566
CSTF2	1959.29975926822	1738.27640785411	1946.47924110376	1962.88426533958	1997.80045783714	2056.44904706403	1917.81126076009	1360.36744092304	2171.61418876349	1967.6713286828	1981.10307574232	1713.01704944508	2222.29091195917	1806.70965988788	1923.96635501417	1940.40133584629	1579.72535352672	2155.33409996431	1935.11516085031	2239.12791024234	1711.93929809274	2249.28893523625	2713.54205297244	2095.35481352066	2759.78849351558	2436.06519904379	2108.8313911707	2662.69695171341	2775.59355283697	2557.09232692858	1977.35694498565	2125.54533521477	2218.28653120448	2144.89290228459	1938.37858781395	1801.45113966562	2288.81616958011	2006.32788327175	2686.67130508229	1801.33657552852	1945.4534109013	2269.75112780984	2820.39226827682	2394.91905660564	1610.40969202193	3055.08465411039	3057.46550720689	1797.88386109758	1837.4749823768	2222.40610408606	1760.78391190157	3363.74174432352	1712.34385391637	2037.96134123347	2933.79996185045	1613.08441665518	1592.42503895442	1664.95701843919	2725.25843485178	2327.09784397886	2461.46125025573	2165.17457101068	1608.76088424308	1266.42697810163	2011.7239983363	1646.46123736601	1654.37360126559	1550.06265413043	2043.91213773161	2987.50837123861	1850.1983011955	1704.91171016849	2304.74428628221	1873.34981810015	1766.37625290776	1736.13684012749	1547.84101430078	1674.50000150869	1440.69684001866	1684.05210517823	2298.67761196189	2204.67246071231	1555.64437406605	2251.37208430848	1883.95344028798	1626.10189127519	2268.55061968658	1962.45608722769	1615.53268239009	1933.38833287745	2103.18483529983	2172.71114725128	2207.09202279864	1702.0989837679	1773.36483539445	1686.27937885656	1850.65401752967	2039.11500076501	1720.89733048933	2010.4026304529	2234.68901760908	1837.66078697271	2016.79216179681	1919.98343510817	2126.54417887256	1767.59319935663
CTPS2	2467.02689382719	1746.08297964493	2234.95476666471	1992.71442541528	1508.88214510988	2045.5410520174	1986.57633959654	2258.46321761918	1993.42659480706	1849.55390284529	1949.64445571701	2432.55327213046	1864.47277810396	1705.80841756693	1118.86790559655	1678.51172753891	1797.34775107517	3111.95727452009	3100.08147969327	2011.85905547492	2099.33988087246	2119.73874337965	2019.6814244999	2290.92218278348	1779.76922936414	1893.97663136862	1888.37729204827	2804.3315307935	1403.72298181298	1083.35090084916	3242.46906535932	2258.87455486239	2294.55120938192	2783.67689325049	1611.27565839947	2943.09057181559	2069.60724113335	1851.65373312199	1556.32860487331	2013.80332955146	2263.19074830151	1521.7797888168	1818.07993531661	1621.47829257633	2845.70646538603	1875.34435695313	2058.92869865169	2422.13873023541	2310.37738667443	2171.94993627339	2619.69334237756	3243.93360322155	1493.1951038145	1342.55902304055	2360.08869582768	2118.61894161621	1802.20716643042	2966.53718806146	2093.8585393454	2370.43496669402	2800.46583692772	2448.08084715137	2829.90203466234	2292.63956370155	1936.74514927075	1672.75785449747	1834.26259609793	2166.76522426003	2153.67371041188	2754.21450106646	2283.42699316687	2198.64890989409	2324.58287335572	2251.47659007842	2314.38259068643	2211.52745067337	1892.91054235184	1930.50954035836	2323.37116416854	1973.47735922118	2491.52566316233	2639.31074907553	2113.68330339593	2344.90011557498	2321.05986514622	1858.72825617436	2047.12902288756	2445.22214248146	1645.83585311606	1563.90766999154	2274.60559309456	2171.28645196648	2550.71607382149	1976.68312310541	2573.1035663638	2592.68661642879	3089.11411302137	2337.74560155776	2222.96360506857	2234.57903544501	2184.46501280675	2202.79693901083	2070.93669004088	2604.96545241914	2433.96045101204	2160.06098188433
CUL4B	6422.68871696243	6655.06017197453	4473.12894340739	5987.99365511263	4718.39788309677	5242.19608856469	4587.74145075799	7462.45029780103	2777.2284960186	4811.55315819728	5242.31054839643	3651.97913161321	4995.60683734139	4224.33498211799	3914.28179728439	5065.8858541157	8835.40041076493	5726.96109373745	4647.33071030059	8718.72314657423	6962.52318677018	3550.25202698303	5629.89636204674	5781.47013949522	5644.16938254267	6076.90280459284	6142.03720454041	7506.5556996764	3420.0212514288	6284.81337204204	8299.33572867385	5882.15993863118	6497.46346307329	7146.24010116068	5420.99984202661	6671.09786591862	7470.44379827787	6556.37288526285	4550.82518622562	5624.55325113198	6243.86650654019	5764.4364235351	4918.68577503808	4823.21641788753	6778.60611195117	4704.23919242917	4439.12194429303	8359.99551799064	7770.79048175529	4641.9281527623	6827.34273019404	5916.97533013237	8009.6519953463	6450.74858983042	6867.01647892931	8161.81911069663	6700.42121693992	8577.20336666126	4902.6584212121	6900.8728333474	6706.23080430424	6938.62714071939	9074.23103576547	7955.55645239251	6301.06166545778	6456.55412742869	6555.9767641358	8844.489473682	6615.30496285316	8474.06246662646	7382.89288168632	6794.08186781652	7718.25896620458	8217.40872064908	10145.6470794424	9712.91780294154	4772.56407368289	7395.00644472205	9475.50296612203	7895.5262078233	7714.28307796112	7089.43236877549	7551.90787854643	6768.08063358636	8030.92626552364	6250.0238917354	7360.42216063505	8317.09359025019	6247.08358931046	5976.38120522595	7119.50370789909	6631.72046484581	6762.4881025386	7405.82778786676	8458.74260067668	7755.8041226915	7979.85231849428	6216.61432564663	7494.09781779743	8261.2368244784	4712.69199689246	6678.24615524974	5061.66829321271	7802.53579578992	5370.78086025201	7579.21339795728
CXCR3	1301.46758481524	442.80706642585	1373.10705339261	64.2072101897102	133.231599241098	861.219303706711	1727.50379061449	72.7002248356777	350.689621011411	195.193030514796	1468.08506682507	336.464727495039	171.891453040064	923.921167533688	900.715369994399	355.990492183407	16.9313799267275	218.07668930434	194.924743588209	388.361493299549	936.561127258605	508.030392889904	622.988766115216	82.5400704990579	640.654487072855	140.924826746659	541.29156659449	1524.27964817001	1730.00939683988	773.619077458625	267.179416960998	147.990604839514	126.147875273984	209.303090310983	1972.54122133087	631.215220864967	320.506772523746	1010.21614995162	3167.56469489288	589.883817075059	210.598636875725	524.086117588745	603.40516665541	2703.99662400286	103.337806279844	550.387676739451	455.475727207178	278.274408366383	152.913540964764	127.937657255172	205.919713815719	180.595312300711	1021.14615648662	58.9037200506134	203.789547447318	155.42784613362	237.622660449713	92.7950977577779	198.75529910164	105.785377890021	645.141169809926	99.5380329738457	317.671847906379	245.766892431427	737.330567049296	709.507117296775	404.034778330209	227.664322080579	1100.01316436688	560.918186680301	574.766067872019	233.242567618356	929.221280047835	291.376143363707	366.179233241712	317.857533196515	365.786752242642	210.948322549532	278.397917335614	218.570201544641	1540.30110097264	245.542711515304	239.311074913747	848.006908929486	201.057860856882	671.780514227129	168.667089649748	701.758803117675	1472.66723137289	821.328765909366	65.2394491237137	878.041320466763	330.556162964424	1007.14169550678	109.031667151993	131.905470019231	274.80602699871	304.480702209325	377.420026789385	272.315642226852	244.052454468408	184.432752292458	101.122914354066	207.127669286013	173.48136616347	308.557240852767
CXorf21	6564.88334824561	1935.50645502236	1688.8588234645	1578.65283818397	1468.00585472794	2823.40601736135	1390.09864458084	2041.45657663981	1926.27239152774	1183.91756109356	1014.78783078497	1245.22576015128	1449.40460967295	1505.67867536541	631.761892989163	2307.15166284237	517.885120639137	1258.18924262703	2546.96081589297	2215.25361896524	2824.19704957731	1725.34515138102	1204.1055983058	578.469918980258	1319.42468960828	1508.84966160456	2226.07047311897	4180.46074686788	2306.06606216757	1761.23995626543	1680.44818382894	1482.41684597052	1617.29562806216	3183.41664497109	2147.57684353101	1553.23455204272	2607.92537110643	1815.03682170269	1224.34439337376	2767.56758554512	1315.04298613283	1952.63161484527	2241.38511650648	1674.52515179568	2339.27291646923	1541.6196242358	1666.72573040319	3171.68276086942	1672.120046485	1078.79503629314	2048.31393231319	3753.11036061533	5511.50503564085	1631.18265022002	2704.05763825997	2024.58761203885	3852.60803045492	1892.56534402932	2676.70886425805	2561.60079319664	4128.56356579648	3786.05084728906	4603.53399356228	5856.23106373614	4032.49950290076	3594.14351636763	2515.87377034728	4776.79877688377	6472.65463695408	2699.7465255258	2868.03206599503	2008.55945463154	4406.23101055427	3470.68204848477	2790.89158946061	2069.48082121454	2666.45371161195	2364.30741291744	1573.99093586025	1831.93165055272	2473.35112175939	1540.28027781616	2272.16830117121	4055.37042891053	2407.28734231522	1661.75853581768	1288.72871784125	4099.89463901017	3194.39345259648	4714.85850506386	2774.98880411577	3044.40905737966	4362.16964259703	2138.9951775377	4292.49007093705	4617.33859273034	2221.54557049851	1653.22690194874	1490.11166934221	2080.27455584181	1735.74435750837	1043.65269149155	1035.60367644409	1520.21239619957	2066.97937618008	1832.81970770859
