gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	deltaEx_95_CI_lo	deltaEx_95_CI_hi	region
CHM	1897.84298181367	141.794702382266	136.716495339275	65.8645487389377	0.0455523361437551	0.146300771288668	0.583368901554912	4.61958400841976e-06	2.35598784429408e-05	0.0720378327656076	0.035119820762278	0.00320298407154271	0.140872681459672	NPX
CHST7	1171.96150822046	82.1894543949597	-26.3502714244296	39.3946612647878	0.508088975067918	0.709988463696292	0.476824852355608	0.000144720901078542	0.000449264014652517	-0.0224839051791389	0.0336512582616611	-0.0884403713719948	0.0434725610137169	NPX
CLCN5	488.664277778139	33.0201487798486	-53.0053148486765	21.9980946882808	0.0215340825779295	0.0854185275591205	0.0832716546311633	0.212795122555696	0.238143757844462	-0.108469796666295	0.045609573712911	-0.1978645611436	-0.0190750321889891	NPX
CLIC2	1651.40304007588	201.826277853961	-110.34136442328	136.072247160954	0.423061740277128	0.640336075542413	-0.0198115597455304	0.530235757131499	0.543948750850417	-0.0668167380981748	0.0828016188279905	-0.229107911001036	0.0954744348046866	NPX
CMC4	1572.71154441147	73.1191710402873	-122.461068006547	42.8269121959566	0.00720153080114472	0.0368794996102967	0.330566260784793	0.00482972211128367	0.00912280843242471	-0.0778661976773197	0.0274708412443571	-0.13170904651626	-0.0240233488383799	NPX
COX7B	4981.60030501029	175.11927835161	-172.56079861618	101.800016097173	0.0991984487514223	0.249393283128576	0.371950107564097	0.00200714633122829	0.00422313337438922	-0.0346396314538976	0.0204714514106415	-0.0747636762187549	0.00548441331095963	NPX
CSTF2	2087.91328842932	92.5669239426586	-23.1603898941015	54.1491123672396	0.671555596200743	0.809950499471842	0.248578376233317	0.021997780070947	0.0328586087252221	-0.0110926014133108	0.0259392223169819	-0.0619334771545953	0.0397482743279736	NPX
CTPS2	2239.7155338675	104.853287913609	-31.8057049578315	71.7625940037627	0.660423217851947	0.807435235524469	-0.060709670815291	0.681562723021952	0.691244011701241	-0.014200778838601	0.0320478376968097	-0.0770145407243481	0.0486129830471461	NPX
CUL4B	6628.72141236406	340.659909351605	-156.525909882716	164.215049722135	0.347228481738211	0.581974497561227	0.467955136536537	0.000185430032490594	0.000556290097471781	-0.0236132883169234	0.0248029660969094	-0.0722271018668658	0.025000525233019	NPX
CXCR3	431.480587568358	116.688514464163	70.3614378722553	77.0552670450953	0.367604390410404	0.596521669893246	0.0252942314332048	0.373194003791085	0.39300961461185	0.163069764664924	0.183947963499787	-0.197468243794658	0.523607773124506	NPX
CXorf21	1920.24143896304	246.503324974667	439.327139607915	144.874006922504	0.00461948712173083	0.0254179165818066	0.400210769182502	0.00104989406989714	0.00240264219841846	0.228787448647686	0.0809607014331524	0.0701044738387069	0.387470423456664	NPX
CXorf23	447.980210678181	25.6619152058287	4.37918753337188	16.1249722254462	0.787588773663836	0.873196249062079	0.0905062966462353	0.19670525348657	0.222932620618113	0.0097754039776498	0.0359991870142449	-0.0607830025702703	0.0803338105255699	NPX
CXorf38	4380.91175774029	197.801657262242	422.443800088252	124.532209323691	0.0017735325548044	0.0115118385830031	0.284501384083778	0.0117190637325657	0.0192797500116404	0.0964282833001303	0.0287575818464753	0.0400634228810387	0.152793143719222	NPX
CXorf40A	1661.51169397065	108.558840751698	-170.072374005534	78.1694063012519	0.0366234413565609	0.126937558876624	-0.0639486867475949	0.693303659229816	0.697209595338153	-0.102360022275316	0.0475201404905954	-0.195499497636883	-0.0092205469137491	NPX
CXorf40B	1767.38279363567	58.8267274685037	-5.01640406451034	33.7739477743615	0.882802893602341	0.935194756724141	0.265485971248237	0.0164616592293723	0.0260035944463979	-0.00283832347048663	0.0191098162882368	-0.0402935633954307	0.0346169164544574	NPX
CXorf56	1344.40059933322	50.250284356361	25.178246504703	22.3513405714481	0.267852331003162	0.51019824374803	0.552668603630484	1.37519479482327e-05	6.21448787027731e-05	0.0187282321334806	0.0166402367027829	-0.013886631803974	0.0513430960709352	NPX
CXorf57	803.444572745982	73.713149518149	-161.250370141852	42.9404886589067	0.000649220755002851	0.00570042770909041	0.42690694534273	0.000547405089878711	0.00135710845199097	-0.200698810610838	0.0565285188988986	-0.31149470765268	-0.089902913568997	NPX
CXorf65	31.7488232686552	2.33803496275384	2.23121501909607	1.54500701853162	0.157850632538617	0.347856023557322	0.0536663546575152	0.287852085570463	0.310462823409834	0.0702770934284953	0.0489378638148623	-0.0256411196486348	0.166195306505626	NPX
CYBB	7042.66021607706	485.9556884365	502.018728030025	301.901739888987	0.105534550282863	0.254038060216015	0.182316866817003	0.0616125781072136	0.078276478235855	0.071282542764737	0.0431488294874036	-0.0132891630305741	0.155854248560048	NPX
CYSLTR1	784.905670044705	74.3807905183158	-44.9718873785378	42.4896083103452	0.297325644666281	0.535889244303332	0.248180337930079	0.0221454077848195	0.032941294079919	-0.057295913502544	0.0544050075156666	-0.163929728233251	0.0493379012281625	NPX
DDX26B	1614.86582286599	70.9729386329325	-6.99834617945859	41.5477982376061	0.867234520839876	0.9241872356413	0.210570989636113	0.0405272168520014	0.0541805439708401	-0.00433370133937087	0.0257290334057439	-0.054762606814629	0.0460952041358873	NPX
DDX3X	21058.5596950262	1425.84186053615	5073.19441995903	751.109124846986	9.18542123727948e-08	1.42573712248208e-06	0.68295741837011	6.35339322716833e-08	7.08800431905967e-07	0.240908898492106	0.0392204994634824	0.164036719543681	0.317781077440532	NPX
DHRSX	1546.68562950262	127.776972777257	721.980374694977	81.6922424084033	2.49898675624979e-10	5.24787218812455e-09	0.68207741943523	6.63995101083687e-08	7.18321972990534e-07	0.466791932971633	0.0653974481391022	0.338612934618993	0.594970931324274	PAR1
DIAPH2	1774.71094439079	91.4067494635907	-59.4707186713948	45.4291669391307	0.199283800234752	0.406538952478895	0.491434145052607	9.51014587338385e-05	0.00032459217598984	-0.033510087295827	0.0256561850520209	-0.0837962099977879	0.0167760354061339	NPX
DKC1	8733.65852062017	363.093018078828	96.6870191167781	212.352595806035	0.651778073767629	0.806911934354964	0.214994206200289	0.0378525569687423	0.0513816077484448	0.0110706205066869	0.0243186330701045	-0.036593900310718	0.0587351413240917	NPX
DLG3	488.407619212048	49.437767417655	77.3145326971998	27.49114268098	0.00811003731141653	0.0396614153448726	0.381727950476391	0.00161144933232803	0.00352937062356508	0.158299194475983	0.0585235782704272	0.0435929810659455	0.27300540788602	NPX
DMD	3195.59132200041	532.617913129587	-37.7682890173948	330.888248172171	0.909796505756229	0.952484904853296	0.112514767423264	0.153086469459114	0.178019119208156	-0.0118188733200565	0.103563969264634	-0.214804253078739	0.191166506438626	NPX
DNASE1L1	1129.88795462322	81.6172151075525	-143.123236788589	46.7047299275809	0.00425061248835147	0.0244753009409915	0.311086437997159	0.0071054330707597	0.0125576218131743	-0.126670291689512	0.0423363214523497	-0.209649481736118	-0.043691101642907	NPX
DOCK11	4101.10805130243	223.137003384985	-91.5819518234214	116.980754719756	0.43911648295491	0.654210531675672	0.373572407850707	0.0019359797123779	0.00411395688880303	-0.0223310263172258	0.0285500478846038	-0.0782891201710492	0.0336270675365975	NPX
DYNLT3	1005.13150218326	71.6676421994306	-44.3170043541628	27.5263541853205	0.11664801267987	0.273969345570483	0.665057062637258	1.51964876483953e-07	1.42767002380977e-06	-0.0440907525611336	0.0275656760465495	-0.0981194776123706	0.0099379724901033	NPX
EBP	2642.65489064951	122.237730108744	-203.131817088837	82.1127933229851	0.0185199088867524	0.0768791566577976	0.100830032687676	0.175258952059569	0.200536685529699	-0.0768665699814142	0.0312748468681505	-0.138165269842989	-0.0155678701198392	NPX
EDA2R	734.672836968591	52.2101658568044	24.6086906054071	34.3840761134612	0.479063186832629	0.686644762200421	0.0739432956772429	0.234846828558272	0.260373657749388	0.0334961214939531	0.0468623858581797	-0.0583541547880791	0.125346397775985	NPX
EIF1AX	8805.22693181574	713.402046352247	4157.62481399228	411.408260102095	8.90254937414368e-12	2.44477702043792e-10	0.798972702634056	4.00299149780964e-11	1.57189710947395e-09	0.472176906533735	0.0603868431596577	0.353818693940806	0.590535119126664	NPX
EIF2S3	21772.8121983993	1134.68167791214	3899.67807460648	721.710927357399	5.13968450351848e-06	6.55309774198606e-05	0.437785925166115	0.00041497776393084	0.00110557508748739	0.179107688941219	0.0344364988545144	0.11161215118637	0.246603226696067	NPX
ELF4	4978.08208872136	140.263293850774	-205.989065852431	91.4706972450952	0.0308947695522741	0.113705492063524	0.0878722789490903	0.202461395418874	0.228337045907949	-0.0413792023074774	0.0184116387244346	-0.0774660142073693	-0.00529239040758551	NPX
ELK1	6120.21014397806	225.579722863959	-177.357953877866	130.796456048117	0.184042213084358	0.384228479948046	0.251518874465834	0.0209332014519414	0.0313998021779122	-0.0289790627618197	0.0213979111805594	-0.0709189686757161	0.0129608431520768	NPX
EMD	3495.95583259486	113.197604253165	4.83907094552999	60.3185648377086	0.936528487601549	0.958517733802151	0.354585837542986	0.00293009805704216	0.00584382685119581	0.00138419109887273	0.0172538702534214	-0.0324333945978332	0.0352017767955786	NPX
ENOX2	918.29671954162	46.052884507108	1.68831445002516	22.9540277235452	0.941797895843639	0.960633853760512	0.430579608320584	0.000498926673670891	0.00127226301786077	0.0018385282383105	0.024996478145849	-0.0471545689275535	0.0508316254041744	NPX
ERCC6L	1211.52138282063	87.2615934189078	4.22753216887319	46.7153762647568	0.928424493408905	0.958517733802151	0.341153591597546	0.00388764465389512	0.00754287576869869	0.00348944082111928	0.0385600859167983	-0.0720883275758054	0.0790672092180439	NPX
F8	570.071563721987	39.7902321378336	-95.246753925436	23.1756265299717	0.000236133579119862	0.00240856250702259	0.414355485276793	0.000747173394773881	0.00179020739553205	-0.167078591508006	0.0422934721045424	-0.249973796832909	-0.0841833861831026	NPX
F8A1	1689.45233900095	150.297265679392	100.697266865081	90.3124133835067	0.272674903611927	0.514470914634766	0.169071445613249	0.0742259301654672	0.0926526470946566	0.0596034966719619	0.0537189570126338	-0.0456856590728002	0.164892652416724	NPX
F8A3	655.641678327707	124.324159806684	-131.267345650535	69.3973194207982	0.0670968813022143	0.194744606706427	0.289739833695586	0.0106438964025658	0.0175919954431296	-0.200212021275627	0.112448992234865	-0.420612046055963	0.0201880035047083	NPX
FAAH2	202.022684094048	22.3937381266915	49.1371447588842	14.8912144408077	0.00227770164020409	0.014520347956301	0.224334092393456	0.0326910059285302	0.046309030280819	0.243225878218751	0.0784866214513956	0.0893921001740159	0.397059656263487	NPX
FAM104B	446.788481937694	15.5803925058138	8.83471265758815	9.95117981458603	0.380883042156282	0.601660380751294	0.0608907671478288	0.268175710302985	0.291886367616358	0.0197738147126635	0.0222833580961159	-0.0239015671557236	0.0634491965810506	NPX
FAM120C	448.856151156819	25.813634734178	29.4489721074224	14.7343179431192	0.0536909429909895	0.166675362154637	0.29830456051996	0.00907182800016158	0.0153490170429274	0.0656089306819674	0.033042506912284	0.000845617133890739	0.130372244230044	NPX
FAM122B	2966.07553801557	93.5849166689164	16.0688223359502	58.7968509981397	0.786280568403686	0.873196249062079	0.116958870367016	0.145223867469703	0.170542502258828	0.00541753644841455	0.0198238501040053	-0.0334372097554358	0.0442722826522649	NPX
FAM122C	181.041564307686	6.83777370442268	-8.66992297127882	4.47341535756859	0.0609512091212643	0.18440323437535	0.0818285397963748	0.216110194567705	0.241097935814596	-0.0478891297942168	0.024775439025999	-0.0964489902851748	0.000670730696741194	NPX
FAM127A	919.671131437424	52.7348148759114	-32.7691777644782	27.0552470063963	0.234172304948592	0.459337982783778	0.444580446701987	0.000347824467538339	0.000970104178993649	-0.0356314084941002	0.0294892569837728	-0.0934303521822948	0.0221675351940944	NPX
FAM127B	465.988293917849	24.5447816383626	-38.2301840817288	12.0159782527063	0.00312274113042742	0.0188952302298744	0.592484844569861	3.2820044809449e-06	1.74876955178706e-05	-0.0820410825351518	0.0261455920051301	-0.133286442865207	-0.0307957222050967	NPX
FAM156A	719.111896134315	41.0451400830312	5.74183883547346	17.0608612908102	0.738524373683463	0.861531536797122	0.603448162408705	2.15026405274451e-06	1.24667525806541e-05	0.00798462501641191	0.0237292817043158	-0.0385247671240471	0.0544940171568709	NPX
FAM156B	291.034385082468	30.5959047567982	33.4585025764728	16.4622869617313	0.049979877151401	0.157901027814603	0.371863388968422	0.00201101589256629	0.00422313337438922	0.114964087721085	0.057841518776582	0.00159471091898399	0.228333464523186	NPX
FAM199X	2007.96951547334	115.883982767606	-68.3316673832414	39.178527661245	0.0901758657130142	0.238465067107749	0.74217148984137	2.30146707534826e-09	4.32433550473332e-08	-0.0340302314635158	0.0196101080456224	-0.0724660432329356	0.00440558030590403	NPX
FAM3A	1257.1801218724	78.2677976218397	10.599726578858	36.4278706919071	0.772835489860342	0.867588135833437	0.500944671763675	7.17769927133903e-05	0.000261473330598779	0.00843135076226879	0.0289806104579452	-0.0483706457353039	0.0652333472598415	NPX
FAM50A	2839.41001785996	137.306085178568	-52.743554187612	80.2953901862319	0.51568707630359	0.713567000931712	0.280328603696593	0.0126423936997987	0.0206088335654252	-0.0185755328944582	0.028293162148336	-0.0740301307051968	0.0368790649162803	NPX
FAM58A	848.641719547435	47.9848042075893	6.23306712406588	22.6624728231125	0.784950688225442	0.873196249062079	0.496850348553948	8.10848617689086e-05	0.000286606887638618	0.00734475689857654	0.0267076348064542	-0.0450022073220737	0.0596917211192268	NPX
FANCB	388.282355211227	28.9214510666205	-5.09183930005151	13.6573976817926	0.711591832787388	0.835652251003611	0.486309417667565	0.000110377198297418	0.000371742073511116	-0.0131137540290275	0.0351874420005834	-0.082081140350171	0.055853632292116	NPX
FHL1	283.057096791848	123.847117869404	89.8601089952849	85.1489822866195	0.298716973715303	0.535889244303332	-0.00802968194671183	0.487354812672394	0.504306284417521	0.317462837052149	0.331339049738242	-0.331961700434805	0.966887374539102	NPX
FLNA	31586.1083314131	1864.4456429691	-911.225044783993	1020.91585890101	0.378368705593957	0.601660380751294	0.337341706931405	0.00420602675321455	0.00811649486971674	-0.0288489178604431	0.032366499988411	-0.0922872578377285	0.0345894221168424	NPX
FMR1	2807.59964176095	111.431263742427	-174.645541423647	63.0276541283441	0.00899619428375383	0.0428218847906682	0.316774160432714	0.00635898701683483	0.0115824406378063	-0.0622045746216537	0.0225842955351578	-0.106469793870563	-0.0179393553727444	NPX
FOXO4	494.013599844322	29.6767467300619	13.082320642569	18.1982168292449	0.477127227357733	0.686644762200421	0.157962125714318	0.0863492398647892	0.106298891833551	0.0264817014080009	0.0368718154576543	-0.0457870568890016	0.0987504597050034	NPX
FTSJ1	2668.01236125921	96.0320833928607	17.7520516108216	54.5752518333922	0.746965017190618	0.861531536797122	0.257752584550433	0.0188223736679581	0.0291626209756774	0.00665366168035415	0.0204567988465012	-0.0334416640587882	0.0467489874194965	NPX
FTX	79.7172825357059	4.75145078719125	8.82973844478093	2.84658252749102	0.00385378301595816	0.0229300089449511	0.316971260688129	0.00633441487552369	0.0115824406378063	0.110763164070803	0.0363136371956999	0.0395884351672309	0.181937892974374	NPX
