gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	y_coeff	y_coeff_err	y_pval	y_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	deltaEy	deltaEy_err	region
ENST00000019019	FTSJ1	423.31566602969	15.2400121568573	5.36606977611103	8.05503410302682	0.506913168268705	0.652277973875171	-4.62486140889409	10.1354454054218	0.649211664354367	0.894213136852062	0.249215351760247	3.47482317644541e-05	5.79137196074235e-05	0.0126762844060079	0.0190339055446207	-0.0109253254250451	0.0239462267762098	NPX
ENST00000055335	PPP1R3F	217.598654434014	8.67503583100875	-3.11621074465701	4.34593969719321	0.475108956137936	0.634687536825487	3.30728989348231	5.46838585321513	0.546752555583608	0.822376570166607	0.326532241542126	4.17266181933123e-07	9.2824044709699e-07	-0.0143209099925845	0.0199804316250157	0.0151990365109782	0.0251379091839752	NPX
ENST00000156084	OTUD5	248.041856085095	15.1866922420129	8.27299608102499	7.89844821283564	0.297563282014855	0.474835024491791	7.06125924240656	9.93841734557841	0.479133893125536	0.789673938858151	0.275117798371674	8.53120981270699e-06	1.54978724971321e-05	0.0333532259901603	0.0319086194926418	0.0284680148498166	0.0401053944868942	NPX
ENST00000156109	GPKOW	1568.99840302309	34.9880743250654	-52.2870380389644	18.7678751052849	0.00644306950109681	0.0258214617410368	-4.96520519697261	23.6151419190035	0.833918828626151	0.948474320705547	0.317350486227973	7.32032004139821e-07	1.55593847033768e-06	-0.0333251059645566	0.0119847536628088	-0.00316456994946957	0.0150512590954492	NPX
ENST00000168216	HSD17B10	3504.57574085176	147.061370280782	-69.3069317651913	86.6940730189891	0.426028204880504	0.607784803158327	27.3801164100046	109.084956415943	0.802357673513103	0.938513464867541	0.0827092070500153	0.048041064171368	0.0521106584503475	-0.0197761260963208	0.0247513102270038	0.0078126764648979	0.0311281635681587	NPX
ENST00000171757	P2RY10	2771.1477166367	182.678301942963	917.981552769785	98.4716046372377	4.64295386781618e-15	6.09387695150873e-14	-37.2400635230256	123.90432616666	0.764410613966707	0.930558377116519	0.559685696151634	3.72096214959757e-15	2.83116685295467e-14	0.33126402726879	0.041708280919889	-0.013438498171517	0.0447210528608971	NPX
ENST00000173898	TRO	268.184288956519	20.1351199335917	-18.520394802332	12.1410091899978	0.130471498973551	0.277317963405321	-37.8642147640499	15.2767243736073	0.0149555650263016	0.125534645028649	0.117919909764333	0.0136287913025195	0.0161880439679247	-0.0690584630232934	0.0455670848367449	-0.141187296658489	0.0579414316973238	NPX
ENST00000200639	LAMP2	1292.43305477542	53.8396350927503	39.8402443591658	32.9338849047733	0.229394270460597	0.401699417588116	-17.0848479425856	41.439873273205	0.681062768974233	0.900824418144099	0.00166544631858823	0.434746902905843	0.442329697723968	0.0308257702106578	0.025514417068043	-0.0132191357064558	0.0320681867180408	NPX
ENST00000217901	IDH3G	3144.34585753026	80.8205618233744	-96.3383391768219	40.9518817046975	0.0207121816593068	0.0679618460696005	7.0899093822879	51.5287155781608	0.890854535782177	0.983277064421944	0.38625355856322	8.28251948159251e-09	2.36321887382395e-08	-0.030638594970749	0.0130477625679677	0.00225481219418296	0.016387840319153	NPX
ENST00000217909	SLC25A43	1464.1152511305	54.748793364257	-30.0631280123889	31.3338064611349	0.339769118206809	0.528596789277575	-31.3062622668275	39.4265350920798	0.429150912328592	0.759498479661215	0.11929492172029	0.0129335223924524	0.0155025097169806	-0.0205333070529632	0.0214149576934387	-0.021382375631054	0.0269404412923973	NPX
